-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.962947327143126808e-01,-7.315995345123751936e-02,-4.521533784822494295e-02
-9.962947327143126808e-01,-7.315995345123751936e-02,4.521533784822494295e-02
-9.962947327143126808e-01,7.315995345123751936e-02,-4.521533784822494295e-02
-9.962947327143126808e-01,7.315995345123751936e-02,4.521533784822494295e-02
-9.961250276907891443e-01,0.000000000000000000e+00,-8.794844630819109721e-02
-9.961250276907891443e-01,0.000000000000000000e+00,8.794844630819109721e-02
-9.887758902750538592e-01,-1.494062877216844609e-01,0.000000000000000000e+00
-9.887758902750538592e-01,1.494062877216844609e-01,0.000000000000000000e+00
-9.882459239228065240e-01,-7.256891301190865340e-02,-1.345501643039821449e-01
-9.882459239228065240e-01,-7.256891301190865340e-02,1.345501643039821449e-01
-9.882459239228065240e-01,7.256891301190865340e-02,-1.345501643039821449e-01
-9.882459239228065240e-01,7.256891301190865340e-02,1.345501643039821449e-01
-9.847649215323043270e-01,0.000000000000000000e+00,-1.738909121244535394e-01
-9.847649215323043270e-01,0.000000000000000000e+00,1.738909121244535394e-01
-9.845873380865274305e-01,-1.487733879518061963e-01,-9.194701037569034952e-02
-9.845873380865274305e-01,-1.487733879518061963e-01,9.194701037569034952e-02
-9.845873380865274305e-01,1.487733879518061963e-01,-9.194701037569034952e-02
-9.845873380865274305e-01,1.487733879518061963e-01,9.194701037569034952e-02
-9.727635851497195008e-01,-2.270318660231228636e-01,-4.677113657720080586e-02
-9.727635851497195008e-01,-2.270318660231228636e-01,4.677113657720080586e-02
-9.727635851497195008e-01,2.270318660231228636e-01,-4.677113657720080586e-02
-9.727635851497195008e-01,2.270318660231228636e-01,4.677113657720080586e-02
-9.727167134821353978e-01,-7.142857142857143848e-02,-2.207264245535338898e-01
-9.727167134821353978e-01,-7.142857142857143848e-02,2.207264245535338898e-01
-9.727167134821353978e-01,7.142857142857143848e-02,-2.207264245535338898e-01
-9.727167134821353978e-01,7.142857142857143848e-02,2.207264245535338898e-01
-9.723340099802488812e-01,-1.469218821833093436e-01,-1.816054337607855562e-01
-9.723340099802488812e-01,1.469218821833093436e-01,-1.816054337607855562e-01
-9.723340099802487702e-01,-1.469218821833093436e-01,1.816054337607855562e-01
-9.723340099802487702e-01,1.469218821833093436e-01,1.816054337607855562e-01
-9.666655625735435242e-01,0.000000000000000000e+00,-2.560423600390663301e-01
-9.666655625735435242e-01,0.000000000000000000e+00,2.560423600390663301e-01
-9.643618662942420316e-01,-2.250710011853759573e-01,-1.391015286145302066e-01
-9.643618662942420316e-01,-2.250710011853759573e-01,1.391015286145302066e-01
-9.643618662942420316e-01,2.250710011853759573e-01,-1.391015286145302066e-01
-9.643618662942420316e-01,2.250710011853759573e-01,1.391015286145302066e-01
-9.528906027022406855e-01,-1.439839390855464085e-01,-2.669609045668863700e-01
-9.528906027022406855e-01,-1.439839390855464085e-01,2.669609045668863700e-01
-9.528906027022406855e-01,1.439839390855464085e-01,-2.669609045668863700e-01
-9.528906027022406855e-01,1.439839390855464085e-01,2.669609045668863700e-01
-9.522263391221703621e-01,-3.053931876810438983e-01,0.000000000000000000e+00
-9.522263391221703621e-01,3.053931876810438983e-01,0.000000000000000000e+00
-9.507371508932324078e-01,-6.981456733612602383e-02,-3.020344286651585608e-01
-9.507371508932324078e-01,-6.981456733612602383e-02,3.020344286651585608e-01
-9.507371508932324078e-01,6.981456733612602383e-02,-3.020344286651585608e-01
-9.507371508932324078e-01,6.981456733612602383e-02,3.020344286651585608e-01
