-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.926131075528562553e-01,-1.032033270743173275e-01,-6.378316388400032122e-02
-9.926131075528562553e-01,-1.032033270743173275e-01,6.378316388400032122e-02
-9.926131075528562553e-01,1.032033270743173275e-01,-6.378316388400032122e-02
-9.926131075528562553e-01,1.032033270743173275e-01,6.378316388400032122e-02
-9.924471187317512877e-01,0.000000000000000000e+00,-1.226732102826249560e-01
-9.924471187317512877e-01,0.000000000000000000e+00,1.226732102826249560e-01
-9.773482749144150050e-01,-2.116373065454600633e-01,0.000000000000000000e+00
-9.773482749144150050e-01,2.116373065454600633e-01,0.000000000000000000e+00
-9.768440394314588104e-01,-1.015637957376800959e-01,-1.883096333770139796e-01
-9.768440394314588104e-01,-1.015637957376800959e-01,1.883096333770139796e-01
-9.768440394314588104e-01,1.015637957376800959e-01,-1.883096333770139796e-01
-9.768440394314588104e-01,1.015637957376800959e-01,1.883096333770139796e-01
-9.707756240763015798e-01,0.000000000000000000e+00,-2.399889324516180367e-01
-9.707756240763015798e-01,0.000000000000000000e+00,2.399889324516180367e-01
-9.690936148618968238e-01,-2.098498229382307345e-01,-1.296943231089738580e-01
-9.690936148618968238e-01,-2.098498229382307345e-01,1.296943231089738580e-01
-9.690936148618968238e-01,2.098498229382307345e-01,-1.296943231089738580e-01
-9.690936148618968238e-01,2.098498229382307345e-01,1.296943231089738580e-01
-9.474367783499927365e-01,-9.850628303644995420e-02,-3.044011551097162704e-01
-9.474367783499927365e-01,-9.850628303644995420e-02,3.044011551097162704e-01
-9.474367783499927365e-01,9.850628303644995420e-02,-3.044011551097162704e-01
-9.474367783499927365e-01,9.850628303644995420e-02,3.044011551097162704e-01
-9.455306020516907051e-01,-2.047474324258160283e-01,-2.530817446968532947e-01
-9.455306020516907051e-01,-2.047474324258160283e-01,2.530817446968532947e-01
-9.455306020516907051e-01,2.047474324258160283e-01,-2.530817446968532947e-01
-9.455306020516907051e-01,2.047474324258160283e-01,2.530817446968532947e-01
