x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.0946313,0,0.000456353
0.449386,0.003,0.426039,0,0,0,0.12089,0,0.0251036
0.447569,0.003,0.431831,0,0,0,0.0880639,0,0.0378806
0.444623,0.003,0.437138,0,0,0,0.040284,0,0.0280111
0.440669,0.003,0.441744,0,0,0,0.0617884,0,0.065001
0.435869,0.003,0.445459,0,0,0,0.0341615,0,0.0549569
0.430419,0.003,0.448133,0,0,0,0.0448146,0,0.120578
0.424543,0.003,0.449654,0,0,0,0.0219523,0,0.140561
0.418481,0.003,0.449961,0,0,0,-0.00491122,0,0.108049
0.41248,0.003,0.449042,0,0,0,-0.019227,0,0.0765936
0.406788,0.003,0.446934,0,0,0,-0.0587781,0,0.121747
0.401637,0.003,0.443723,0,0,0,-0.00817925,0,0.0118372
0.397237,0.003,0.439541,0,0,0,-0.0568121,0,0.0495469
0.39377,0.003,0.434559,0,0,0,0.034274,0,-0.018533
0.391376,0.003,0.428981,0,0,0,0.0294125,0,-0.00894976
0.390154,0.003,0.423035,0,0,0,0.0485353,0,-0.00472733
0.390154,0.003,0.416965,0,0,0,0.0631213,-0,0.00643718
0.391376,0.003,0.411019,0,0,0,0.0541393,-0,0.0168575
0.39377,0.003,0.405441,0,0,0,0.0478233,-0,0.0261993
0.397237,0.003,0.400459,0,0,0,-0.0190575,0,-0.0169776
0.401637,0.003,0.396277,0,0,0,0.0126348,-0,0.0152246
0.406788,0.003,0.393066,0,0,0,-0.0300241,0,-0.0625849
0.41248,0.003,0.390958,0,0,0,-0.00666278,0,-0.0274944
0.41848,0.003,0.390038,0,0,0,-0.0020422,0,-0.0487661
0.424543,0.003,0.390346,0,0,0,0.0107148,0,-0.0683746
0.430419,0.003,0.391867,0,0,0,0.0186441,0,-0.0500788
0.435869,0.003,0.394541,0,0,0,0.0113953,0,-0.0183783
0.440669,0.003,0.398256,0,0,0,0.0365198,0,-0.0383543
0.444623,0.003,0.402862,0,0,0,0.0325832,0,-0.0222528
0.447569,0.003,0.408169,0,0,0,0.0577564,0,-0.0244582
0.449386,0.003,0.413961,0,0,0,0.0451758,0,-0.00885281
