x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.0853945,0,-0.000471656
0.449386,0.003,0.426039,0,0,0,0.0481558,0,0.00952532
0.447569,0.003,0.431831,0,0,0,0.0394083,0,0.0165029
0.444623,0.003,0.437138,0,0,0,0.0560426,0,0.0386481
0.440669,0.003,0.441744,0,0,0,0.0400867,0,0.0421102
0.435869,0.003,0.445459,0,0,0,0.014551,0,0.0234389
0.430419,0.003,0.448133,0,0,0,0.0212229,0,0.0570026
0.424543,0.003,0.449654,0,0,0,0.0114665,0,0.0732697
0.418481,0.003,0.449961,0,0,0,-0.00204335,0,0.0484675
0.41248,0.003,0.449042,0,0,0,-0.0072607,0,0.0296765
0.406788,0.003,0.446934,0,0,0,-0.0320299,0,0.0666842
0.401637,0.003,0.443723,0,0,0,0.0104343,0,-0.0125179
0.397237,0.003,0.439541,0,0,0,-0.0242925,0,0.0214272
0.39377,0.003,0.434559,0,0,0,0.0467745,0,-0.0256163
0.391376,0.003,0.428981,0,0,0,0.0529906,0,-0.016495
0.390154,0.003,0.423035,0,0,0,0.0627749,0,-0.00640345
0.390154,0.003,0.416965,0,0,0,0.0480619,-0,0.00468161
0.391376,0.003,0.411019,0,0,0,0.0297546,-0,0.00905913
0.39377,0.003,0.405441,0,0,0,0.0343445,-0,0.0185796
0.397237,0.003,0.400459,0,0,0,-0.0506955,0,-0.0443471
0.401637,0.003,0.396277,0,0,0,-0.00636004,0,-0.00965007
0.406788,0.003,0.393066,0,0,0,-0.0568285,0,-0.117752
0.41248,0.003,0.390958,0,0,0,-0.0185058,0,-0.073955
0.41848,0.003,0.390038,0,0,0,-0.00494301,0,-0.109158
0.424543,0.003,0.390346,0,0,0,0.0211635,0,-0.135389
0.430419,0.003,0.391867,0,0,0,0.0413445,0,-0.111261
0.435869,0.003,0.394541,0,0,0,0.031432,0,-0.0506087
0.440669,0.003,0.398256,0,0,0,0.0546423,0,-0.057486
0.444623,0.003,0.402862,0,0,0,0.0468644,0,-0.0325907
0.447569,0.003,0.408169,0,0,0,0.0695349,0,-0.0298877
0.449386,0.003,0.413961,0,0,0,0.118472,0,-0.0246389
