x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.0830435,0,0.000414743
0.449386,0.003,0.426039,0,0,0,0.100989,0,0.0209811
0.447569,0.003,0.431831,0,0,0,0.0704594,0,0.0302979
0.444623,0.003,0.437138,0,0,0,0.0274531,0,0.0190437
0.440669,0.003,0.441744,0,0,0,0.0484546,0,0.0509761
0.435869,0.003,0.445459,0,0,0,0.0244026,0,0.039395
0.430419,0.003,0.448133,0,0,0,0.0365408,0,0.098405
0.424543,0.003,0.449654,0,0,0,0.0185912,0,0.119099
0.418481,0.003,0.449961,0,0,0,-0.00420913,0,0.0930299
0.41248,0.003,0.449042,0,0,0,-0.0164319,0,0.0656297
0.406788,0.003,0.446934,0,0,0,-0.0523695,0,0.108598
0.401637,0.003,0.443723,0,0,0,-0.00296665,0,0.00507058
0.397237,0.003,0.439541,0,0,0,-0.0506712,0,0.0442552
0.39377,0.003,0.434559,0,0,0,0.0365074,0,-0.0197903
0.391376,0.003,0.428981,0,0,0,0.0318332,0,-0.00972468
0.390154,0.003,0.423035,0,0,0,0.0494307,0,-0.00483173
0.390154,0.003,0.416965,0,0,0,0.0612895,-0,0.00623735
0.391376,0.003,0.411019,0,0,0,0.0512859,-0,0.0159513
0.39377,0.003,0.405441,0,0,0,0.0449977,-0,0.0246184
0.397237,0.003,0.400459,0,0,0,-0.0244735,0,-0.0216356
0.401637,0.003,0.396277,0,0,0,0.00849468,-0,0.00985492
0.406788,0.003,0.393066,0,0,0,-0.0350361,0,-0.0728584
0.41248,0.003,0.390958,0,0,0,-0.00935766,0,-0.0379929
0.41848,0.003,0.390038,0,0,0,-0.00268852,0,-0.0621419
0.424543,0.003,0.390346,0,0,0,0.0133671,0,-0.0854176
0.430419,0.003,0.391867,0,0,0,0.0251423,0,-0.0675403
0.435869,0.003,0.394541,0,0,0,0.018823,0,-0.0302833
0.440669,0.003,0.398256,0,0,0,0.0449006,0,-0.0471809
0.444623,0.003,0.402862,0,0,0,0.0425795,0,-0.0292884
0.447569,0.003,0.408169,0,0,0,0.053741,0,-0.0227637
0.449386,0.003,0.413961,0,0,0,0.0391176,0,-0.00761659
