x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.000329522,0,-1.41663e-06
0.449386,0.003,0.426039,0,0,0,0.000387338,0,7.98671e-05
0.447569,0.003,0.431831,0,0,0,0.000321042,0,0.000141843
0.444623,0.003,0.437138,0,0,0,0.000290729,0,0.000210107
0.440669,0.003,0.441744,0,0,0,0.000262663,0,0.000274251
0.435869,0.003,0.445459,0,0,0,0.000180682,0,0.000275273
0.430419,0.003,0.448133,0,0,0,0.000170421,0,0.000412648
0.424543,0.003,0.449654,0,0,0,9.8809e-05,0,0.000455187
0.418481,0.003,0.449961,0,0,0,1.75563e-05,0,0.00050193
0.41248,0.003,0.449042,0,0,0,-7.32526e-05,0,0.000468027
0.406788,0.003,0.446934,0,0,0,-0.000234215,0,0.000616973
0.401637,0.003,0.443723,0,0,0,-4.05952e-05,0,0.000151006
0.397237,0.003,0.439541,0,0,0,-0.000189105,0,0.000222056
0.39377,0.003,0.434559,0,0,0,0.000349217,0,-0.000145572
0.391376,0.003,0.428981,0,0,0,0.000218618,0,-4.48713e-05
0.390154,0.003,0.423035,0,0,0,0.000328553,0,-2.37264e-05
0.390154,0.003,0.416965,0,0,0,0.000326312,-0,2.36127e-05
0.391376,0.003,0.411019,0,0,0,0.000226132,-0,4.71274e-05
0.39377,0.003,0.405441,0,0,0,0.000352412,-0,0.00014651
0.397237,0.003,0.400459,0,0,0,-0.000147126,0,-0.000192771
0.401637,0.003,0.396277,0,0,0,-9.21044e-06,0,-0.000128853
0.406788,0.003,0.393066,0,0,0,-0.000222237,0,-0.000588143
0.41248,0.003,0.390958,0,0,0,-5.75119e-05,0,-0.000420738
0.41848,0.003,0.390038,0,0,0,2.27354e-05,0,-0.00045859
0.424543,0.003,0.390346,0,0,0,9.46035e-05,0,-0.000412647
0.430419,0.003,0.391867,0,0,0,0.000152401,0,-0.000363449
0.435869,0.003,0.394541,0,0,0,0.000170429,0,-0.000258449
0.440669,0.003,0.398256,0,0,0,0.000242205,0,-0.000252877
0.444623,0.003,0.402862,0,0,0,0.000261817,0,-0.000190933
0.447569,0.003,0.408169,0,0,0,0.000328957,0,-0.000145424
0.449386,0.003,0.413961,0,0,0,0.000373475,0,-7.8592e-05
