x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.000327793,0,-1.41356e-06
0.449386,0.003,0.426039,0,0,0,0.000385309,0,7.94449e-05
0.447569,0.003,0.431831,0,0,0,0.000319335,0,0.00014109
0.444623,0.003,0.437138,0,0,0,0.000289246,0,0.000209042
0.440669,0.003,0.441744,0,0,0,0.000261307,0,0.000272841
0.435869,0.003,0.445459,0,0,0,0.000179724,0,0.000273815
0.430419,0.003,0.448133,0,0,0,0.000169556,0,0.000410509
0.424543,0.003,0.449654,0,0,0,9.83723e-05,0,0.000452983
0.418481,0.003,0.449961,0,0,0,1.7549e-05,0,0.000499658
0.41248,0.003,0.449042,0,0,0,-7.28094e-05,0,0.000465872
0.406788,0.003,0.446934,0,0,0,-0.000233361,0,0.000614901
0.401637,0.003,0.443723,0,0,0,-3.9842e-05,0,0.000149865
0.397237,0.003,0.439541,0,0,0,-0.000188008,0,0.000221022
0.39377,0.003,0.434559,0,0,0,0.000349279,0,-0.000145651
0.391376,0.003,0.428981,0,0,0,0.000219102,0,-4.50514e-05
0.390154,0.003,0.423035,0,0,0,0.000328806,0,-2.37632e-05
0.390154,0.003,0.416965,0,0,0,0.000326578,-0,2.36467e-05
0.391376,0.003,0.411019,0,0,0,0.000226637,-0,4.73116e-05
0.39377,0.003,0.405441,0,0,0,0.000352505,-0,0.000146607
0.397237,0.003,0.400459,0,0,0,-0.000146048,0,-0.000191745
0.401637,0.003,0.396277,0,0,0,-8.5089e-06,0,-0.000127757
0.406788,0.003,0.393066,0,0,0,-0.000221359,0,-0.000586016
0.41248,0.003,0.390958,0,0,0,-5.70767e-05,0,-0.000418579
0.41848,0.003,0.390038,0,0,0,2.27166e-05,0,-0.00045632
0.424543,0.003,0.390346,0,0,0,9.41544e-05,0,-0.000410436
0.430419,0.003,0.391867,0,0,0,0.000151535,0,-0.000361322
0.435869,0.003,0.394541,0,0,0,0.000169445,0,-0.000256962
0.440669,0.003,0.398256,0,0,0,0.000240859,0,-0.000251479
0.444623,0.003,0.402862,0,0,0,0.000260393,0,-0.000189908
0.447569,0.003,0.408169,0,0,0,0.000327139,0,-0.000144626
0.449386,0.003,0.413961,0,0,0,0.000371489,0,-7.81766e-05
