x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.082866,0,0.00040552
0.449386,0.003,0.426039,0,0,0,0.100712,0,0.0209155
0.447569,0.003,0.431831,0,0,0,0.068709,0,0.0295444
0.444623,0.003,0.437138,0,0,0,0.0295221,0,0.0204974
0.440669,0.003,0.441744,0,0,0,0.0504299,0,0.0530564
0.435869,0.003,0.445459,0,0,0,0.0256777,0,0.0414132
0.430419,0.003,0.448133,0,0,0,0.0383223,0,0.103152
0.424543,0.003,0.449654,0,0,0,0.0193886,0,0.124125
0.418481,0.003,0.449961,0,0,0,-0.0043656,0,0.0966084
0.41248,0.003,0.449042,0,0,0,-0.0170889,0,0.0682354
0.406788,0.003,0.446934,0,0,0,-0.0543974,0,0.112773
0.401637,0.003,0.443723,0,0,0,-0.00437211,0,0.00690216
0.397237,0.003,0.439541,0,0,0,-0.0525733,0,0.0458985
0.39377,0.003,0.434559,0,0,0,0.0358323,0,-0.0194123
0.391376,0.003,0.428981,0,0,0,0.0310307,0,-0.00946847
0.390154,0.003,0.423035,0,0,0,0.0489064,0,-0.00477668
0.390154,0.003,0.416965,0,0,0,0.0611644,-0,0.00622781
0.391376,0.003,0.411019,0,0,0,0.0511869,-0,0.0159199
0.39377,0.003,0.405441,0,0,0,0.0449461,-0,0.0245894
0.397237,0.003,0.400459,0,0,0,-0.025092,0,-0.0221731
0.401637,0.003,0.396277,0,0,0,0.00786225,-0,0.00902914
0.406788,0.003,0.393066,0,0,0,-0.0359735,0,-0.0747917
0.41248,0.003,0.390958,0,0,0,-0.00954914,0,-0.0387742
0.41848,0.003,0.390038,0,0,0,-0.00275912,0,-0.0638459
0.424543,0.003,0.390346,0,0,0,0.0138316,0,-0.0883541
0.430419,0.003,0.391867,0,0,0,0.0261144,0,-0.0701387
0.435869,0.003,0.394541,0,0,0,0.0197835,0,-0.0318093
0.440669,0.003,0.398256,0,0,0,0.0464616,0,-0.0488202
0.444623,0.003,0.402862,0,0,0,0.0450126,0,-0.0309925
0.447569,0.003,0.408169,0,0,0,0.0530334,0,-0.022462
0.449386,0.003,0.413961,0,0,0,0.0386818,0,-0.00752368
