x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.0645464,0,0.000226012
0.449386,0.003,0.426039,0,0,0,0.0960151,0,0.0199251
0.447569,0.003,0.431831,0,0,0,0.0878633,0,0.0378903
0.444623,0.003,0.437138,0,0,0,0.0525627,0,0.0367263
0.440669,0.003,0.441744,0,0,0,0.0562901,0,0.0592186
0.435869,0.003,0.445459,0,0,0,0.033453,0,0.053764
0.430419,0.003,0.448133,0,0,0,0.0419751,0,0.11296
0.424543,0.003,0.449654,0,0,0,0.020614,0,0.132145
0.418481,0.003,0.449961,0,0,0,-0.00463563,0,0.101795
0.41248,0.003,0.449042,0,0,0,-0.0180842,0,0.0720476
0.406788,0.003,0.446934,0,0,0,-0.0551772,0,0.114306
0.401637,0.003,0.443723,0,0,0,-0.00600133,0,0.00897293
0.397237,0.003,0.439541,0,0,0,-0.0531184,0,0.0463413
0.39377,0.003,0.434559,0,0,0,0.0357977,0,-0.0193917
0.391376,0.003,0.428981,0,0,0,0.0325889,0,-0.00996475
0.390154,0.003,0.423035,0,0,0,0.0508573,0,-0.0049932
0.390154,0.003,0.416965,0,0,0,0.0610919,-0,0.00619338
0.391376,0.003,0.411019,0,0,0,0.0515009,-0,0.0160109
0.39377,0.003,0.405441,0,0,0,0.046634,-0,0.0255082
0.397237,0.003,0.400459,0,0,0,-0.0261411,0,-0.0231145
0.401637,0.003,0.396277,0,0,0,0.0106723,-0,0.012587
0.406788,0.003,0.393066,0,0,0,-0.036086,0,-0.0751451
0.41248,0.003,0.390958,0,0,0,-0.00955393,0,-0.0388617
0.41848,0.003,0.390038,0,0,0,-0.00282246,0,-0.0650221
0.424543,0.003,0.390346,0,0,0,0.0132304,0,-0.0846105
0.430419,0.003,0.391867,0,0,0,0.0241879,0,-0.0650849
0.435869,0.003,0.394541,0,0,0,0.0121987,0,-0.0198111
0.440669,0.003,0.398256,0,0,0,0.0318267,0,-0.0334757
0.444623,0.003,0.402862,0,0,0,0.0310975,0,-0.0215905
0.447569,0.003,0.408169,0,0,0,0.0479248,0,-0.0204928
0.449386,0.003,0.413961,0,0,0,0.0442658,0,-0.00895959
