x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.000430565,0,-1.99817e-06
0.449386,0.003,0.426039,0,0,0,0.000533883,0,0.000112237
0.447569,0.003,0.431831,0,0,0,0.00046205,0,0.000208745
0.444623,0.003,0.437138,0,0,0,0.00042597,0,0.000313638
0.440669,0.003,0.441744,0,0,0,0.000398354,0,0.000414921
0.435869,0.003,0.445459,0,0,0,0.000288814,0,0.000434743
0.430419,0.003,0.448133,0,0,0,0.000274509,0,0.000661963
0.424543,0.003,0.449654,0,0,0,0.000152724,0,0.000711537
0.418481,0.003,0.449961,0,0,0,2.0365e-05,0,0.000766557
0.41248,0.003,0.449042,0,0,0,-0.000123094,0,0.000714617
0.406788,0.003,0.446934,0,0,0,-0.000331517,0,0.000852703
0.401637,0.003,0.443723,0,0,0,-0.00012815,0,0.000281455
0.397237,0.003,0.439541,0,0,0,-0.000310956,0,0.000335882
0.39377,0.003,0.434559,0,0,0,0.000336226,0,-0.000134887
0.391376,0.003,0.428981,0,0,0,0.000162303,0,-2.47329e-05
0.390154,0.003,0.423035,0,0,0,0.000295478,0,-1.96072e-05
0.390154,0.003,0.416965,0,0,0,0.00029241,-0,1.95275e-05
0.391376,0.003,0.411019,0,0,0,0.000168683,-0,2.66584e-05
0.39377,0.003,0.405441,0,0,0,0.000337678,-0,0.000134533
0.397237,0.003,0.400459,0,0,0,-0.000263309,0,-0.000302447
0.401637,0.003,0.396277,0,0,0,-8.70896e-05,0,-0.000248424
0.406788,0.003,0.393066,0,0,0,-0.000318138,0,-0.00082059
0.41248,0.003,0.390958,0,0,0,-0.000103794,0,-0.000654963
0.41848,0.003,0.390038,0,0,0,2.67614e-05,0,-0.000708324
0.424543,0.003,0.390346,0,0,0,0.000146736,0,-0.000654016
0.430419,0.003,0.391867,0,0,0,0.000248548,0,-0.0005918
0.435869,0.003,0.394541,0,0,0,0.000272029,0,-0.000407001
0.440669,0.003,0.398256,0,0,0,0.000363382,0,-0.000378497
0.444623,0.003,0.402862,0,0,0,0.000378073,0,-0.000281704
0.447569,0.003,0.408169,0,0,0,0.000460149,0,-0.000207415
0.449386,0.003,0.413961,0,0,0,0.000509717,0,-0.000109853
