x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.000407745,0,-1.83526e-06
0.449386,0.003,0.426039,0,0,0,0.000500514,0,0.00010479
0.447569,0.003,0.431831,0,0,0,0.000424024,0,0.00019071
0.444623,0.003,0.437138,0,0,0,0.000380836,0,0.00027903
0.440669,0.003,0.441744,0,0,0,0.00035159,0,0.000366573
0.435869,0.003,0.445459,0,0,0,0.000247649,0,0.00037412
0.430419,0.003,0.448133,0,0,0,0.000235533,0,0.000568787
0.424543,0.003,0.449654,0,0,0,0.000132602,0,0.000614792
0.418481,0.003,0.449961,0,0,0,1.98973e-05,0,0.000667176
0.41248,0.003,0.449042,0,0,0,-0.000103726,0,0.000622291
0.406788,0.003,0.446934,0,0,0,-0.000293918,0,0.00076463
0.401637,0.003,0.443723,0,0,0,-9.10309e-05,0,0.000228405
0.397237,0.003,0.439541,0,0,0,-0.000262184,0,0.000291271
0.39377,0.003,0.434559,0,0,0,0.000353997,0,-0.000145728
0.391376,0.003,0.428981,0,0,0,0.000194287,0,-3.54885e-05
0.390154,0.003,0.423035,0,0,0,0.000321509,0,-2.24284e-05
0.390154,0.003,0.416965,0,0,0,0.000318815,-0,2.23896e-05
0.391376,0.003,0.411019,0,0,0,0.000201539,-0,3.77091e-05
0.39377,0.003,0.405441,0,0,0,0.000356524,-0,0.000146087
0.397237,0.003,0.400459,0,0,0,-0.000215225,0,-0.000258192
0.401637,0.003,0.396277,0,0,0,-5.2078e-05,0,-0.000197565
0.406788,0.003,0.393066,0,0,0,-0.000280328,0,-0.000732064
0.41248,0.003,0.390958,0,0,0,-8.50653e-05,0,-0.000564702
0.41848,0.003,0.390038,0,0,0,2.60131e-05,0,-0.000611613
0.424543,0.003,0.390346,0,0,0,0.000126912,0,-0.000560176
0.430419,0.003,0.391867,0,0,0,0.000211674,0,-0.000504116
0.435869,0.003,0.394541,0,0,0,0.000232216,0,-0.000348779
0.440669,0.003,0.398256,0,0,0,0.000320099,0,-0.000333712
0.444623,0.003,0.402862,0,0,0,0.000338319,0,-0.000250933
0.447569,0.003,0.408169,0,0,0,0.000425815,0,-0.000191104
0.449386,0.003,0.413961,0,0,0,0.000478767,0,-0.000102763
