x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.0545603,0,0.000396673
0.449386,0.003,0.426039,0,0,0,0.0841784,0,0.0175435
0.447569,0.003,0.431831,0,0,0,0.0668006,0,0.0288216
0.444623,0.003,0.437138,0,0,0,0.0250728,0,0.0174738
0.440669,0.003,0.441744,0,0,0,0.0363301,0,0.0382019
0.435869,0.003,0.445459,0,0,0,0.0213198,0,0.0342825
0.430419,0.003,0.448133,0,0,0,0.0252643,0,0.0681203
0.424543,0.003,0.449654,0,0,0,0.0135519,0,0.0870513
0.418481,0.003,0.449961,0,0,0,-0.00314336,0,0.0689499
0.41248,0.003,0.449042,0,0,0,-0.0125387,0,0.0501041
0.406788,0.003,0.446934,0,0,0,-0.0410053,0,0.0850174
0.401637,0.003,0.443723,0,0,0,0.000830687,0,-3.08645e-06
0.397237,0.003,0.439541,0,0,0,-0.0401696,0,0.0351356
0.39377,0.003,0.434559,0,0,0,0.0352792,0,-0.0191373
0.391376,0.003,0.428981,0,0,0,0.0309739,0,-0.00946797
0.390154,0.003,0.423035,0,0,0,0.048204,0,-0.00470246
0.390154,0.003,0.416965,0,0,0,0.0620413,-0,0.00632672
0.391376,0.003,0.411019,0,0,0,0.0544993,-0,0.0169941
0.39377,0.003,0.405441,0,0,0,0.04732,-0,0.0259642
0.397237,0.003,0.400459,0,0,0,-0.0064973,0,-0.00608709
0.401637,0.003,0.396277,0,0,0,0.0187725,-0,0.0233314
0.406788,0.003,0.393066,0,0,0,-0.0163785,0,-0.0343769
0.41248,0.003,0.390958,0,0,0,-0.00205163,0,-0.00915192
0.41848,0.003,0.390038,0,0,0,-0.000742102,0,-0.0200668
0.424543,0.003,0.390346,0,0,0,0.0048963,0,-0.0312022
0.430419,0.003,0.391867,0,0,0,0.00690197,0,-0.0185517
0.435869,0.003,0.394541,0,0,0,-0.000928593,0,0.00134372
0.440669,0.003,0.398256,0,0,0,0.0130006,0,-0.0136235
0.444623,0.003,0.402862,0,0,0,0.0156939,0,-0.0106
0.447569,0.003,0.408169,0,0,0,0.0328231,0,-0.0138491
0.449386,0.003,0.413961,0,0,0,0.0123723,0,-0.00220718
