x,y,z,velx,vely,velz,ax,ay,az
0.45,0.003,0.42,0,0,0,0.0634541,0,-0.000182532
0.449386,0.003,0.426039,0,0,0,0.0483861,0,0.00987456
0.447569,0.003,0.431831,0,0,0,0.0393248,0,0.0168176
0.444623,0.003,0.437138,0,0,0,0.0286018,0,0.0198426
0.440669,0.003,0.441744,0,0,0,0.0245421,0,0.0257961
0.435869,0.003,0.445459,0,0,0,0.00872277,0,0.0142028
0.430419,0.003,0.448133,0,0,0,0.0189357,0,0.0510467
0.424543,0.003,0.449654,0,0,0,0.0109037,0,0.0699512
0.418481,0.003,0.449961,0,0,0,-0.00231026,0,0.053056
0.41248,0.003,0.449042,0,0,0,-0.00854923,0,0.0346897
0.406788,0.003,0.446934,0,0,0,-0.0337887,0,0.0704037
0.401637,0.003,0.443723,0,0,0,0.0114203,0,-0.0136882
0.397237,0.003,0.439541,0,0,0,-0.0296793,0,0.0261195
0.39377,0.003,0.434559,0,0,0,0.0457496,0,-0.0249994
0.391376,0.003,0.428981,0,0,0,0.0469353,0,-0.0145505
0.390154,0.003,0.423035,0,0,0,0.0587478,0,-0.00590268
0.390154,0.003,0.416965,0,0,0,0.0536769,-0,0.00533275
0.391376,0.003,0.411019,0,0,0,0.038157,-0,0.0117462
0.39377,0.003,0.405441,0,0,0,0.0375101,-0,0.0203687
0.397237,0.003,0.400459,0,0,0,-0.0457748,0,-0.0400545
0.401637,0.003,0.396277,0,0,0,-0.0050508,0,-0.00786228
0.406788,0.003,0.393066,0,0,0,-0.0547373,0,-0.113392
0.41248,0.003,0.390958,0,0,0,-0.0178049,0,-0.0711831
0.41848,0.003,0.390038,0,0,0,-0.0048784,0,-0.10812
0.424543,0.003,0.390346,0,0,0,0.0220939,0,-0.141331
0.430419,0.003,0.391867,0,0,0,0.0452063,0,-0.121528
0.435869,0.003,0.394541,0,0,0,0.0386973,0,-0.0620782
0.440669,0.003,0.398256,0,0,0,0.0617262,0,-0.0649286
0.444623,0.003,0.402862,0,0,0,0.0754672,0,-0.0527214
0.447569,0.003,0.408169,0,0,0,0.0853875,0,-0.0367835
0.449386,0.003,0.413961,0,0,0,0.0945758,0,-0.0196164
